id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait
ecard1-91,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Asuka Iwashita,Quilava,91,['Fire'],Pokémon,['Stage 1'],,70,Cyndaquil,['Typhlosion'],,"[{'name': 'Super Singe', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Burned.'}, {'name': 'Tackle', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Uncommon,,[156],{'unlimited': 'Legal'},,,,
ecard1-92,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Atsuko Nishida,Wartortle,92,['Water'],Pokémon,['Stage 1'],,80,Squirtle,['Blastoise'],,"[{'name': 'Doubleslap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Flip 2 coins. This attack does 10 damage times the number of heads.'}, {'name': 'Giant Wave', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ""Wartortle can't attack during your next turn.""}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Uncommon,,[8],{'unlimited': 'Legal'},,,,
ecard1-93,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Hajime Kusajima,Abra,93,['Psychic'],Pokémon,['Basic'],,40,,['Kadabra'],,"[{'name': 'Scratch', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Confuse Ray', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Confused.'}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Common,,[63],{'unlimited': 'Legal'},,,,
ecard1-94,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Sachi Matoba,Bulbasaur,94,['Grass'],Pokémon,['Basic'],,50,,['Ivysaur'],,"[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Poison Seed', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,,[1],{'unlimited': 'Legal'},,,,
ecard1-95,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Tomokazu Komiya,Bulbasaur,95,['Grass'],Pokémon,['Basic'],,40,,['Ivysaur'],,"[{'name': 'Sleep Seed', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Vine Whip', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,,[1],{'unlimited': 'Legal'},,,,
ecard1-96,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Miki Tanaka,Caterpie,96,['Grass'],Pokémon,['Basic'],,40,,['Metapod'],,"[{'name': 'Headbutt', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Entagling Thread', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,,[10],{'unlimited': 'Legal'},,,,
ecard1-97,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Masako Yamashita,Charmander,97,['Fire'],Pokémon,['Basic'],,50,,['Charmeleon'],,"[{'name': 'Tail Rap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Flip 2 coins. This attack does 10 damage times the number of heads.'}, {'name': 'Flare', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[4],{'unlimited': 'Legal'},,,,
ecard1-98,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Yuichi Sawayama,Charmander,98,['Fire'],Pokémon,['Basic'],,50,,['Charmeleon'],,"[{'name': 'Gnaw', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Searing Flame', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Burned.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[4],{'unlimited': 'Legal'},,,,
ecard1-99,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Miki Tanaka,Chikorita,99,['Grass'],Pokémon,['Basic'],,40,,['Bayleef'],,"[{'name': 'Hypnotic Gaze', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Double Scratch', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20×', 'text': 'Flip 2 coins. This attack does 20 damage times the number of heads.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,,[152],{'unlimited': 'Legal'},"[{'type': 'Water', 'value': '-30'}]",,,
ecard1-100,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Motofumi Fujiwara,Chikorita,100,['Grass'],Pokémon,['Basic'],,50,,['Bayleef'],,"[{'name': 'Razor Leaf', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Sleep Powder', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'The Defending Pokémon is now Asleep.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,,[152],{'unlimited': 'Legal'},"[{'type': 'Water', 'value': '-30'}]",,,
ecard1-101,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Tomokazu Komiya,Clefairy,101,['Colorless'],Pokémon,['Basic'],,50,,['Clefable'],,"[{'name': 'Shining Fingers', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Slap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,,[35],{'unlimited': 'Legal'},,,,
ecard1-102,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Miki Tanaka,Corsola,102,['Water'],Pokémon,['Basic'],,60,,['Cursola'],,"[{'name': 'Tackle', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}, {'name': 'Spike Cannon', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20×', 'text': 'Flip 3 coins. This attack does 20 damage times the number of heads.'}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,,[222],{'unlimited': 'Legal'},,,,
ecard1-103,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Tomokazu Komiya,Cubone,103,['Fighting'],Pokémon,['Basic'],,40,,['Marowak'],,"[{'name': 'Beat', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Bone Smash', 'cost': ['Fighting', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Flip a coin. If tails, this attack does nothing.'}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1,Common,,[104],{'unlimited': 'Legal'},"[{'type': 'Lightning', 'value': '-30'}]",,,
ecard1-104,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Sachi Matoba,Cyndaquil,104,['Fire'],Pokémon,['Basic'],,40,,['Quilava'],,"[{'name': 'Singe', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Burned.'}, {'name': 'Quick Attack', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 10 damage plus 20 more damage.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[155],{'unlimited': 'Legal'},,,,
ecard1-105,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Kyoko Umemoto,Cyndaquil,105,['Fire'],Pokémon,['Basic'],,50,,['Quilava'],,"[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Ember', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Discard a Fire Energy card attached to Cyndaquil.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[155],{'unlimited': 'Legal'},,,,
ecard1-106,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Masako Yamashita,Diglett,106,['Fighting'],Pokémon,['Basic'],,40,,['Dugtrio'],,"[{'name': 'Fury Headbutt', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Flip 3 coins. This attack does 10 damage times the number of heads.'}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1,Common,,[50],{'unlimited': 'Legal'},"[{'type': 'Lightning', 'value': '-30'}]",,,
ecard1-107,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Kagemaru Himeno,Dratini,107,['Colorless'],Pokémon,['Basic'],,40,,['Dragonair'],,"[{'name': 'Dragon Smash', 'cost': ['Lightning', 'Water'], 'convertedEnergyCost': 2, 'damage': '40', 'text': 'Flip a coin. If tails, this attack does nothing.'}]",,['Colorless'],1,Common,,[147],{'unlimited': 'Legal'},,,,
ecard1-108,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Kyoko Umemoto,Ekans,108,['Grass'],Pokémon,['Basic'],,50,,['Arbok'],,"[{'name': 'Poison Sting', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Poisoned.'}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Common,,[23],{'unlimited': 'Legal'},,,,
ecard1-109,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Yukiko Baba,Gastly,109,['Psychic'],Pokémon,['Basic'],,40,,['Haunter'],,"[{'name': 'Bad Dream', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.'}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1,Common,,[92],{'unlimited': 'Legal'},"[{'type': 'Fighting', 'value': '-30'}]",,,
ecard1-110,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Aya Kusube,Geodude,110,['Fighting'],Pokémon,['Basic'],,50,,['Graveler'],,"[{'name': 'Rock Hurl', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""Don't apply Resistance.""}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[74],{'unlimited': 'Legal'},,,,
ecard1-111,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Masako Yamashita,Goldeen,111,['Water'],Pokémon,['Basic'],,50,,['Seaking'],,"[{'name': 'Splash', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[118],{'unlimited': 'Legal'},,,,
ecard1-112,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Toshinao Aoki,Hoppip,112,['Grass'],Pokémon,['Basic'],,40,,['Skiploom'],,"[{'name': 'Sleep Powder', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'The Defending Pokémon is now Asleep.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,,[187],{'unlimited': 'Legal'},"[{'type': 'Water', 'value': '-30'}]",,,
ecard1-113,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Mitsuhiro Arita,Houndour,113,['Darkness'],Pokémon,['Basic'],,50,,['Houndoom'],,"[{'name': 'Bite', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,,[228],{'unlimited': 'Legal'},"[{'type': 'Psychic', 'value': '-30'}]",,,
ecard1-114,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Hajime Kusajima,Koffing,114,['Grass'],Pokémon,['Basic'],,50,,['Weezing'],,"[{'name': 'Ram', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Confusion Gas', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Confused.'}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Common,,[109],{'unlimited': 'Legal'},,,,
ecard1-115,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Shin-ichi Yoshida,Krabby,115,['Water'],Pokémon,['Basic'],,50,,['Kingler'],,"[{'name': 'Crabhammer', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,,[98],{'unlimited': 'Legal'},,,,
ecard1-116,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Yukiko Baba,Larvitar,116,['Fighting'],Pokémon,['Basic'],,50,,['Pupitar'],,"[{'name': 'Bite', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Mud Slap', 'cost': ['Fighting', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[246],{'unlimited': 'Legal'},,,,
ecard1-117,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Shin-ichi Yoshida,Machop,117,['Fighting'],Pokémon,['Basic'],,50,,['Machoke'],,"[{'name': 'Punch', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Double Chop', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20×', 'text': 'Flip 2 coins. This attack does 20 damage times the number of heads.'}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Common,,[66],{'unlimited': 'Legal'},,,,
ecard1-118,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Tomokazu Komiya,Magikarp,118,['Water'],Pokémon,['Basic'],,30,,['Gyarados'],,"[{'name': 'Flail', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'This attack does 10 damage times the number of damage counters on Magikarp.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[129],{'unlimited': 'Legal'},,,,
ecard1-119,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Sumiyoshi Kizuki,Mareep,119,['Lightning'],Pokémon,['Basic'],,40,,['Flaaffy'],,"[{'name': 'Thundershock', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,,[179],{'unlimited': 'Legal'},,,,
ecard1-120,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Satoshi Ohta,Marill,120,['Water'],Pokémon,['Basic'],,40,,['Azumarill'],,"[{'name': 'Bubble', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Tail Slap', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[183],{'unlimited': 'Legal'},,,,
ecard1-121,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Hironobu Yoshida,Meowth,121,['Colorless'],Pokémon,['Basic'],,50,,['Persian'],,"[{'name': 'Double Scratch', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Flip 2 coins. This attack does 10 damage times the number of heads.'}, {'name': 'Pay Day', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, draw a card.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,,[52],{'unlimited': 'Legal'},,,,
ecard1-122,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Masako Yamashita,Oddish,122,['Grass'],Pokémon,['Basic'],,50,,['Gloom'],,"[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Sleep Seed', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'The Defending Pokémon is now Asleep.'}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Common,,[43],{'unlimited': 'Legal'},,,,
ecard1-123,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Tomokazu Komiya,Pidgey,123,['Colorless'],Pokémon,['Basic'],,40,,['Pidgeotto'],,"[{'name': 'Peck', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Fury Strikes', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10×', 'text': 'Flip 3 coins. This attack does 10 damage times the number of heads.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[16],{'unlimited': 'Legal'},"[{'type': 'Fighting', 'value': '-30'}]",,,
ecard1-124,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Atsuko Nishida,Pikachu,124,['Lightning'],Pokémon,['Basic'],,50,,['Raichu'],,"[{'name': 'Lightning Tail', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Tackle', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,,[25],{'unlimited': 'Legal'},,,,
ecard1-125,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Yuka Morii,Poliwag,125,['Water'],Pokémon,['Basic'],,50,,['Poliwhirl'],,"[{'name': 'Headbutt', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Rollout', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[60],{'unlimited': 'Legal'},,,,
ecard1-126,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Kagemaru Himeno,Ponyta,126,['Fire'],Pokémon,['Basic'],,40,,['Rapidash'],,"[{'name': 'Singe', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Burned.'}, {'name': 'Smash Kick', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,,[77],{'unlimited': 'Legal'},,,,
ecard1-127,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Toshinao Aoki,Qwilfish,127,['Water'],Pokémon,['Basic'],,60,,,,"[{'name': 'Stun Needle', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[211],{'unlimited': 'Legal'},,,,
ecard1-128,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Yuka Morii,Rattata,128,['Colorless'],Pokémon,['Basic'],,30,,['Raticate'],,"[{'name': 'Quick Attack', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 10 damage plus 20 more damage.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,,[19],{'unlimited': 'Legal'},,,,
ecard1-129,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Sumiyoshi Kizuki,Shellder,129,['Water'],Pokémon,['Basic'],,50,,['Cloyster'],,"[{'name': 'Irongrip', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Lick', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[90],{'unlimited': 'Legal'},,,,
ecard1-130,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Kyoko Umemoto,Spearow,130,['Colorless'],Pokémon,['Basic'],,40,,['Fearow'],,"[{'name': 'Razor Wind', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip a coin. If tails, this attack does nothing.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[21],{'unlimited': 'Legal'},"[{'type': 'Fighting', 'value': '-30'}]",,,
ecard1-131,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Yuka Morii,Squirtle,131,['Water'],Pokémon,['Basic'],,50,,['Wartortle'],,"[{'name': 'Wave Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Doubleslap', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20×', 'text': 'Flip 2 coins. This attack does 20 damage times the number of heads.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[7],{'unlimited': 'Legal'},,,,
ecard1-132,Expedition Base Set,E-Card,WOTC,Second,9/15/2002,Kyoko Umemoto,Squirtle,132,['Water'],Pokémon,['Basic'],,40,,['Wartortle'],,"[{'name': 'Headbutt', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Bubblebeam', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,,[7],{'unlimited': 'Legal'},,,,
