id,image_url,caption,name,hp,set_name
sma-SV19,https://images.pokemontcg.io/sma/SV19_hires.png,"A Basic Pokemon Card of type Psychic with the title Poipole and 70 HP of rarity Rare Shiny from the set Shiny Vault and the flavor text: This Ultra Beast is well enough liked to be chosen as a first partner in its own world. It has the attack Spit Poison with the cost Colorless, the energy cost 1 with the description: Your opponent's Active Pokemon is now Poisoned. It has the attack Knockout Reviver with the cost Psychic, Colorless, the energy cost 2 with the description: During your opponent's next turn, if this Pokemon is Knocked Out, your opponent can't take any Prize cards for it. It has weakness against Psychic 2. ",Poipole,70,Shiny Vault
ex5-20,https://images.pokemontcg.io/ex5/20_hires.png,"A Stage 1 Pokemon Card of type Grass with the title Masquerain and 70 HP of rarity Rare evolved from Surskit from the set Hidden Legends.  It has the attack Whirlwind with the cost Colorless, the energy cost 1 and the damage of 20 with the description: Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. It has the attack Silver Wind with the cost Grass, Colorless, the energy cost 2 and the damage of 30 with the description: During your next turn, if an attack does damage to the Defending Pokemon (after applying Weakness and Resistance), that attack does 30 more damage. It has weakness against Lightning 2. It has resistance against Fighting -30. ",Masquerain,70,Hidden Legends
sm4-20,https://images.pokemontcg.io/sm4/20_hires.png,"A Stage 1 Pokemon Card of type Water with the title Piloswine and 100 HP of rarity Uncommon evolved from Swinub from the set Crimson Invasion and the flavor text: Although its legs are short, its rugged hooves prevent it from slipping, even on icy ground. It has the attack Stampede with the cost Water, the energy cost 1 and the damage of 20. It has the attack Rest with the cost Colorless, Colorless, Colorless, Colorless, the energy cost 4 with the description: This Pokemon is now Asleep. Heal 90 damage from it. It has weakness against Metal 2. ",Piloswine,100,Crimson Invasion
ex1-19,https://images.pokemontcg.io/ex1/19_hires.png,"A Stage 1 Pokemon Card of type Water with the title Pelipper and 70 HP of rarity Rare evolved from Wingull from the set Ruby & Sapphire.  It has the attack Stockpile with the cost Colorless, the energy cost 1 with the description: During your next turn, Spit Up's base damage is 70 instead of 30, and Swallow's base damage is 60 instead of 20. It has the attack Spit Up with the cost Water, Colorless, the energy cost 2 and the damage of 30. It has the attack Swallow with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 20 with the description: After your attack, remove from Pelipper the number of damage counters equal to the damage you did to the Defending Pokemon. If Pelipper has fewer damage counters than that, remove all of them. It has weakness against Lightning 2. It has resistance against Fighting -30. ",Pelipper,70,Ruby & Sapphire
ex16-18,https://images.pokemontcg.io/ex16/18_hires.png,"A Stage 1 Pokemon Card of type Darkness with the title Mightyena and 70 HP of rarity Rare evolved from Poochyena from the set Power Keepers.  It has the attack Plunder with the cost Colorless, Colorless, the energy cost 2 and the damage of 30 with the description: Before doing damage, discard all Trainer cards attached to the Defending Pokemon. It has the attack Dark Burst with the cost Darkness, Darkness, Colorless, the energy cost 3 and the damage of 50+ with the description: If Sidney's Stadium is in play, this attack does 50 damage plus 20 more damage. It has weakness against Fighting 2. It has resistance against Psychic -30. ",Mightyena,70,Power Keepers
hsp-HGSS17,https://images.pokemontcg.io/hsp/HGSS17_hires.png,"A Basic Pokemon Card of type Lightning with the title Minun and 60 HP of rarity Promo from the set HGSS Black Star Promos and the flavor text: Exposure to electricity from Minun and Plusle promotes blood circulation and relaxes muscles. It has the attack Call for Family with the cost Colorless, the energy cost 1 with the description: Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. It has the attack Tag Team Boost with the cost Lightning, the energy cost 1 and the damage of 10+ with the description: If Plusle is on your Bench, this attack does 10 damage plus 20 more damage. It has weakness against Fighting 2. It has resistance against Metal -20. ",Minun,60,HGSS Black Star Promos
dp4-22,https://images.pokemontcg.io/dp4/22_hires.png,"A Basic Pokemon Card of type Colorless with the title Latias and 80 HP of rarity Rare from the set Great Encounters and the flavor text: Its body is covered with a down that can refract light in such a way that it becomes invisible. It has the attack Miraculous Light with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Remove 2 damage counters and all Special Conditions from Latias. It has the attack Mist Ball with the cost Fire, Water, Colorless, the energy cost 3 and the damage of 80 with the description: Discard a Fire Energy and a Water Energy attached to Latias. It has weakness against Colorless +20. It has resistance against Fighting -20. ",Latias,80,Great Encounters
ex14-24,https://images.pokemontcg.io/ex14/24_hires.png,"A Stage 1 Pokemon Card of type Water with the title Marshtomp and 70 HP of rarity Rare evolved from Mudkip from the set Crystal Guardians.  It has the attack Rain Splash with the cost Water, the energy cost 1 and the damage of 20. It has the attack Mud Splash with the cost Water, Colorless, Colorless, the energy cost 3 and the damage of 30 with the description: Does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Grass 2. ",Marshtomp,70,Crystal Guardians
pl4-27,https://images.pokemontcg.io/pl4/27_hires.png,"A Stage 1 Pokemon Card of type Lightning with the title Raichu and 90 HP of rarity Rare evolved from Pikachu from the set Arceus and the flavor text: Its tail discharges electricity into the ground, protecting it from getting shocked. It has the attack Boosted Voltage with the cost Lightning, the energy cost 1 and the damage of 20 with the description: If Raichu has a Pokemon Tool card attached to it, this attack does 20 damage to each of your opponent's Benched Pokemon that isn't an Evolved Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the attack Thunder Blast with the cost Lightning, Colorless, Colorless, the energy cost 3 and the damage of 70 with the description: Discard a Lightning Energy card attached to Raichu. It has weakness against Fighting +20. It has resistance against Metal -20. ",Raichu,90,Arceus
sm6-22,https://images.pokemontcg.io/sm6/22_hires.png,"A Basic Pokemon Card of type Water with the title Froakie and 70 HP of rarity Common from the set Forbidden Light and the flavor text: It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings. It has the attack Rain Splash with the cost Water, the energy cost 1 and the damage of 10. It has the attack Wave Splash with the cost Water, Colorless, the energy cost 2 and the damage of 20. It has weakness against Grass 2. ",Froakie,70,Forbidden Light
sm35-17,https://images.pokemontcg.io/sm35/17_hires.png,"A Stage 2 Pokemon Card of type Fire with the title Incineroar and 170 HP of rarity Uncommon evolved from Torracat from the set Shining Legends and the flavor text: This Pokemon has a violent, selfish disposition. If it's not in the mood to listen, it will ignore its Trainer's orders with complete nonchalance. It has the attack Profane Punch with the cost Fire, Colorless, the energy cost 2 and the damage of 50+ with the description: If your Benched Pokemon have any damage counters on them, this attack does 80 more damage. It has the attack Flare Blitz with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 180 with the description: Discard all Fire Energy from this Pokemon. It has weakness against Water 2. ",Incineroar,170,Shining Legends
xy10-26,https://images.pokemontcg.io/xy10/26_hires.png,"A MEGA, EX Pokemon Card of type Psychic with the title M Alakazam-EX and 210 HP of rarity Rare Holo EX evolved from Alakazam-EX from the set Fates Collide.  It has the attack Zen Force with the cost Psychic, Colorless, the energy cost 2 and the damage of 10+ with the description: This attack does 30 more damage for each damage counter on your opponent's Active Pokemon. It has weakness against Psychic 2. ",M Alakazam-EX,210,Fates Collide
ex13-25,https://images.pokemontcg.io/ex13/25_hires.png,"A Basic Pokemon Card of type Fighting with the title Nosepass and 60 HP of rarity Rare from the set Holon Phantoms.  It has the attack Supersonic with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Confused. It has the attack Rock Slide with the cost Fighting, Colorless, the energy cost 2 and the damage of 20 with the description: Does 10 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Water 2. ",Nosepass,60,Holon Phantoms
xy4-25,https://images.pokemontcg.io/xy4/25_hires.png,"A Basic Pokemon Card of type Lightning with the title Pachirisu and 70 HP of rarity Rare from the set Phantom Forces and the flavor text: It makes fur balls that crackle with static electricity. It stores them with berries in tree holes. It has the attack Trick Sticker with the cost Colorless, the energy cost 1 and the damage of 10 with the description: The Defending Pokemon's Weakness is now Lightning until the end of your next turn. (The amount of Weakness doesn't change.) It has the attack Pachi with the cost Lightning, Colorless, the energy cost 2 and the damage of 20+ with the description: Flip a coin. If heads, this attack does 30 more damage. It has weakness against Fighting 2. It has resistance against Metal -20. ",Pachirisu,70,Phantom Forces
