card_id,attack_name,description,damage
neo3-54,Psykiss,"Flip a coin. If heads, choose a Special Energy card attached to 1 of your opponent's Pokémon. Your opponent shuffles that card into his or her deck.",
neo3-55,Bite,,10
neo3-55,Raging Headbutt,"Flip a coin. If heads, this attack does 10 damage plus 10 damage times the number of damage counters on Snubbull. If tails, this attack does 10 damage.",10+
neo3-56,Tackle,,10
neo3-56,Bubblebeam,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
neo3-57,Tackle,,10
neo3-57,Take Down,Swinub does 10 damage to itself.,30
neo3-58,Hidden Power,,10
neo3-59,Bite,,10
neo3-59,Poison Spray,The Defending Pokémon is now Poisoned.,
neo3-65,Outrage,"Flip a coin. If heads, this attack does 30 damage plus 10 more damage for each damage counter on Shining Gyarados. If tails, this attack does nothing.",30+
neo3-65,Devastate,"Discard 2 Fire Energy cards attached to Shining Gyarados or this attack does nothing. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, flip a coin. If heads, choose 1 Energy card attached to each of your opponent's Pokémon that has any Energy cards attached to it and discard those Energy cards.",50
neo3-66,Gold Scale,"Your opponent may draw 2 cards. Either way, you may draw 2 cards.",
neo3-66,Dragon Bond,"Search your deck for a card named Gyarados, Dark Gyarados, or Shining Gyarados. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",
neo4-1,Shock Bolt,Discard all Lightning Energy cards attached to Dark Ampharos or this attack does nothing.,50
neo4-2,Dark Drain,"Flip a coin for each of your opponent's Pokémon. For each heads, this attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance. Remove a number of damage counters from Dark Crobat equal to the damage dealt. If Dark Crobat has fewer damage counters than that, remove all of them.",
neo4-3,Tusk Toss,"If your opponent has any Benched Pokémon, flip a coin. If heads, return the Defending Pokémon and all cards attached to it to your opponent's hand. If tails, your opponent chooses 1 of his or her Benched Pokémon and switches it with the Defending Pokémon.",
neo4-3,Giant Tusk,,50
neo4-4,Gouge,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.",10+
neo4-4,Psysplash,Does 10 damage to each of your opponent's Pokémon for each Energy card attached to that Pokémon. Don't apply Weakness and Resistance.,
neo4-5,Crushing Blow,"If the Defending Pokémon has any Energy cards attached to it, flip a coin. If heads, choose 1 of those cards and discard it.",50
neo4-6,Pull In,"If your opponent has any Benched Pokémon, you may choose 1 of them and switch it with the Defending Pokémon (before doing damage or other effects of this attack). Either way, the Defending Pokémon is now Asleep.",30
neo4-7,Eerie Howl,"If your opponent's Bench isn't full, look at his or her hand. If your opponent has any Baby Pokémon or Basic Pokémon there, choose 1 of them and put it on his or her Bench. Then, switch it with the Defending Pokémon.",
neo4-7,Dark Fire,"If there are any Darkness Energy cards attached to Dark Houndoom, discard 1 of them and this attack does 30 damage plus 20 more damage (plus 10 more damage for the Darkness Energy you discarded). If there aren't any, this attack does 30 damage.",30+
neo4-8,Curve Attack,"Flip a coin. If heads, prevent all damage done by attacks to Dark Porygon2 during your opponent's next turn. (Any other effects of attacks still happen.)",20
neo4-9,Threaten,"Flip a coin. If heads, look at your opponent's hand. If he or she has any Trainer cards there, choose 1 of them. Your opponent shuffles that card into his or her deck.",
neo4-9,Slash,,30
neo4-10,Claw Swipe,,20
neo4-10,Rushing Flames,You may discard any number of Fire Energy cards attached to your Pokémon. Flip a coin for each Fire Energy card discarded in this way. This attack does 40 damage times the number of heads.,40×
neo4-11,Mountain Smasher,"Flip a number of coins equal to the number of Fighting Energy cards attached to Dark Tyranitar. This attack does 20 damage times the number of heads. Then, for each heads, discard the top card from your opponent's deck.",20×
neo4-11,Fling Away,"If your opponent has any Benched Pokémon, this attack does 30 damage instead of 50 and choose 1 of those Benched Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",50
neo4-12,Gentle Flames,"If the Defending Pokémon is a Baby Pokémon, this attack does 10 damage instead of 50. If the Defending Pokémon is a Basic Pokémon, this attack does 30 damage instead of 50.",50
neo4-13,Bubble,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
neo4-13,Bubble Jump,"If you have any Benched Pokémon, flip a coin. If heads, take 2 Energy cards attached to Light Azumarill and attach them to 1 of your Benched Pokémon. Then return Light Azumarill and all cards attached to it to your hand.",30
neo4-14,Light Wave,"Prevent all effects of attacks, other than damage, done to Light Dragonite during your opponent's next turn.",40
neo4-15,Sweet Kiss,Your opponent may draw a card.,30
neo4-17,Entangle,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon, then flip a coin. If heads, the new Defending Pokémon is now Paralyzed.",
neo4-17,Poison Bind,"The Defending Pokémon is now Poisoned. Flip a coin. If heads, the Defending Pokémon can't retreat until the end of your opponent's next turn and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing.",30
neo4-18,Ball of Flame,"You may discard a Fire Energy card attached to Dark Magcargo when you use this attack. If you do and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",20
neo4-19,Prehistoric Water,"If your opponent has any evolved Pokémon in play, choose 1 of them and flip a coin. If heads, your opponent takes the highest Stage Evolution card on that Pokémon and shuffles it into his or her deck.",
neo4-19,Dark Tentacle,"During your opponent's next turn, the Defending Pokémon can't evolve except from effects of attacks or Pokémon Powers. (Benching that Pokémon ends this effect.)",30
neo4-20,Mind Shock,Don't apply Weakness or Resistance for this attack.,30
neo4-21,Provoke,"Look at your opponent's hand. If he or she has any Baby Pokémon and/or Basic Pokémon there, you may put any number of them onto your opponent's Bench (as long as there's room). Then, your opponent looks at your hand. If you have any Baby Pokémon and/or Basic Pokémon there, your opponent may put any number of them onto your Bench (as long as there's room).",
neo4-21,Battle Frenzy,"For each Pokémon in play (yours and your opponent's), flip a coin. For each heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack.",
neo4-22,Healing Light,Remove 1 damage counter from each of your Pokémon that has any damage counters on it.,
neo4-22,Protective Wave,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Light Dragonair.",20
neo4-23,Searchlight,"Flip a coin. If heads, each player may choose a card from his or her discard pile and put it into his or her hand.",
neo4-23,Spark,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
neo4-24,Flash Touch,"If you have any Benched Pokémon, switch 1 of them with Light Ledian. As long as that Pokémon is your Active Pokémon, it can't become Asleep, Confused, Paralyzed, or Poisoned. (All other effects of attacks, Pokémon Powers, and Trainer cards still happen.)",
neo4-24,Comet Punch,Flip 4 coins. This attack does 20 damage times the number of heads.,20×
neo4-25,Beatdown,"If the Defending Pokémon has Dark in its name or is a Darkness Pokémon, flip a coin. If heads, this attack does 100 damage instead of 50.",50
neo4-26,Knock Over,"If there is a Stadium card in play, you may discard it.",30
neo4-27,Hidden Power,,10
neo4-28,Hidden Power,,10
neo4-29,Hidden Power,,10
neo4-30,Hidden Power,,10
neo4-31,Doubleslap,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
neo4-31,Egg Toss,"Flip 2 coins. If either of them is tails, this attack does nothing.",80
neo4-32,Clamping Jaw,"The Defending Pokémon can't retreat during your opponent's next turn. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. (Benching either Pokémon ends this effect.)",20
neo4-33,Triple Headbutt,Flip 3 coins. This attack does 10 damage times the number of heads.,10×
neo4-33,MAX Burst,Flip a number of coins equal to the number of Energy cards attached to your opponent's Pokémon. This attack does 20 damage times the number of heads.,20×
neo4-34,High Voltage,"Flip a coin. If heads, your opponent can't play Trainer cards during his or her next turn.",10
neo4-34,Stun Wave,"If the Defending Pokémon has a Pokémon Power, that power stops working until the end of your next turn.",30
neo4-35,Armor Up,"Until the end of your next turn, if Dark Forretress would be Knocked Out by damage from an attack, flip a coin. If heads, Dark Forretress is not Knocked Out and its remaining HP become 10 instead.",
neo4-35,Explosion,Dark Forretress does 60 damage to itself.,60
neo4-36,Call Back,Put a Baby Pokémon or Basic Pokémon card from your opponent's discard pile onto his or her Bench. Put 1 damage counter on that Pokémon. (You can't use this attack if your Bench is full.),
neo4-36,Surround,"Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon can't retreat during your opponent's next turn.",20
neo4-37,Water Cannon,Choose 1 of your opponent's Pokémon. This attack does 10 damage for each Water Energy card attached to Dark Omanyte. Don't apply Weakness and Resistance. You can't do more than 30 damage in this way.,
neo4-38,Rock Tackle,Dark Pupitar does 10 damage to itself. Dark Pupitar can't use this attack during your next turn.,40
neo4-38,Explosive Evolution,"Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. Don't apply Weakness and Resistance. Then, search your deck for an Evolution card named Dark Tyranitar and put it on Dark Pupitar. (This counts as evolving Dark Pupitar.) Shuffle your deck afterward.",
neo4-39,Incinerate,"Show the top card of your opponent's deck to all players. If it's a Trainer card, discard it.",
neo4-39,Rushing Magma,"Discard the top 5 cards of your deck. (If there are fewer than 5 cards in your deck, discard all of them.) This attack does 20 damage for each Fire Energy card you discarded in this way.",20×
neo4-40,Dark Song,"Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.",
neo4-40,Slap Awake,"If the Defending Pokémon is Asleep or Confused, this attack does 20 damage plus 20 more damage. Then, the Defending Pokémon is no longer Asleep or Confused.",20+
neo4-41,Tackle,,20
neo4-41,Charging Horn,"Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, this attack does 30 damage.",30+
neo4-42,One-Two Kick,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
neo4-42,Heel Drop,"Flip a coin. If tails, this attack does nothing.",60
neo4-43,Corner,The Defending Pokémon can't retreat during your opponent's next turn.,
neo4-43,Lunge,"Flip a coin. If tails, this attack does nothing.",30
neo4-44,Expand,All damage done to Jigglypuff during your opponent's next turn is reduced by 10 (after applying Weakness and Resistance).,10
neo4-45,Freezing Breath,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.",10
neo4-45,Ice Pillar,"Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. (Any other effects of attacks still happen.)",40
neo4-46,Warm Up,"If you have any benched Pokémon, search your deck for a Fire Energy card and attach it to 1 of them. Then shuffle your deck.",
neo4-46,Burning Flame,"Flip 2 coins. For each heads, discard a Fire Energy card attached to Light Flareon or this attack does nothing. This attack does 30 damage plus 20 damage for each heads.",30+
neo4-47,Flipper Stroke,"Your opponent looks at the top 3 cards of his or her deck. If any of them are basic Energy cards, he or she may show any number of them to you and put them into his or her hand. You do the same. Either way, each player shuffles his or her deck.",
neo4-47,Core Blast,This attack does 30 damage plus 20 more damage for each Special Energy card attached to the Defending Pokémon.,30+
